mol_pred_loaded,sanitization,inchi_convertible,all_atoms_connected,bond_lengths,bond_angles,internal_steric_clash,aromatic_ring_flatness,non-aromatic_ring_non-flatness,double_bond_flatness,internal_energy,mol_true_loaded,mol_cond_loaded,passes_valence_checks,passes_kekulization,number_bonds,shortest_bond_relative_length,longest_bond_relative_length,number_short_outlier_bonds,number_long_outlier_bonds,number_angles,most_extreme_relative_angle,number_outlier_angles,number_noncov_pairs,shortest_noncovalent_relative_distance,number_clashes,number_valid_bonds,number_valid_angles,number_valid_noncov_pairs,number_aromatic_rings_checked,number_aromatic_rings_pass,aromatic_ring_maximum_distance_from_plane,number_non-aromatic_rings_checked,number_non-aromatic_rings_pass,non-aromatic_ring_maximum_distance_from_plane,number_double_bonds_checked,number_double_bonds_pass,double_bond_maximum_distance_from_plane,ensemble_avg_energy,mol_pred_energy,energy_ratio,relative_deviation,z_value,relative_deviation_passes,z_value_passes,all_cond
True,True,True,True,True,True,True,True,True,True,1.0,False,False,True,True,9,1.0105199180038704,1.0252685164334063,0,0,10,1.0582561476574044,0,9,1.043092965014265,0,9,10,9,0,0,,0,0,,0,0,,348.66648143403575,356.54939955524327,1.0226087637927963,0.02260876379279634,3.032984065786519,True,True,True
True,True,True,True,True,True,True,True,True,True,1.0,False,False,True,True,11,0.997920175025485,1.0358230548852667,0,0,10,1.0512906635737254,0,15,1.1956944124044941,0,11,10,15,0,0,,0,0,,0,0,,699.67558251914,719.808535997791,1.028774697848056,0.028774697848056193,5.7215966464909185,True,True,True
True,True,True,True,True,True,True,True,True,True,1.0,False,False,True,True,7,0.9902976200125229,0.9797981208572277,0,0,8,1.0160473399348366,0,6,1.091430293342424,0,7,8,6,0,0,,0,0,,0,0,,272.6939106111769,281.3187253597392,1.0316281897503023,0.03162818975030239,86248147485.623,True,False,True
True,True,True,True,True,True,True,True,True,True,,False,False,True,True,11,0.9568036085234075,1.0704710231867116,0,0,16,1.0728145441751908,0,9,0.9549985212840446,0,11,16,9,0,0,,0,0,,0,0,,,336.1245198319786,,,,,,True
True,True,True,True,True,True,True,True,True,True,1.0,False,False,True,True,5,0.9685544747912169,1.0147592637170049,0,0,4,1.0219113267164208,0,6,1.0500576504265404,0,5,4,6,0,0,,0,0,,0,0,,32.426526125298594,21.41347092431476,0.6603689473726374,-0.3396310526273626,-0.12043127412247202,True,True,True
True,True,True,True,True,True,True,True,True,True,1.0,False,False,True,True,8,0.9828433187236347,1.022144965593805,0,0,11,1.0095085669543256,0,9,0.9891622318741936,0,8,11,9,1,1,0.006281066792853293,0,0,,0,0,,41.45470015544535,53.33197066122361,1.2865120350947248,0.2865120350947249,4716.535071495949,True,False,True
True,True,True,True,True,True,True,True,True,True,1.0,False,False,True,True,10,1.0037740848177092,1.030778872297877,0,0,12,1.0378109193809324,0,6,1.0858230967228628,0,10,12,6,0,0,,0,0,,0,0,,357.2530430892766,387.48989246312885,1.084637065964183,0.08463706596418306,22196.1136476081,True,False,True
True,True,True,True,True,True,True,True,True,True,1.0,False,False,True,True,5,0.9646517438181719,1.0017463293919404,0,0,5,1.0326909048092072,0,5,1.0138052029715958,0,5,5,5,0,0,,0,0,,0,0,,-0.5638923248142889,7.683196529570049,-13.625290133360863,-14.625290133360862,21.749766275538207,True,True,True
True,True,True,True,True,True,True,True,True,True,1.0,False,False,True,True,8,0.9659509189238253,1.0078933407007706,0,0,9,1.00815222307221,0,11,0.9974729972195103,0,8,9,11,0,0,,0,0,,0,0,,281.1976263049213,291.3866551083928,1.0362344054512853,0.03623440545128521,8.696776406942606,True,True,True
True,True,True,True,True,True,True,True,True,True,1.0,False,False,True,True,5,0.9092660744680005,1.0114113898985073,0,0,4,1.0260929234217535,0,6,1.069114360790445,0,5,4,6,0,0,,0,0,,0,0,,1.927694917401211,32.54222782326245,16.881420150826408,15.881420150826408,19.584808081386843,True,True,True
True,True,True,True,True,True,True,True,True,True,1.0,False,False,True,True,7,0.9945825095638462,1.0293403854131264,0,0,8,1.0501337938279447,0,6,1.0881625313473329,0,7,8,6,0,0,,0,0,,0,0,,52.69463816517324,66.10836588602967,1.254555836948925,0.2545558369489249,134137277208.56435,True,False,True
True,True,True,True,True,True,True,True,True,True,1.0,False,False,True,True,7,0.985450723247595,1.14987171501689,0,0,8,1.0167665798725476,0,6,1.0384397849781146,0,7,8,6,0,0,,0,0,,0,0,,78.87074636743121,123.84805610567605,1.5702660594678703,0.5702660594678703,116.21291504090642,True,False,True
True,True,True,True,True,True,True,True,True,True,1.0,False,False,True,True,12,0.9965160267416785,1.0632541464174177,0,0,18,1.0477333908996087,0,6,1.5049944478925574,0,12,18,6,0,0,,0,0,,0,0,,475.9646806396927,497.14993399838977,1.044510137454368,0.044510137454367986,211852533586.97083,True,False,True
True,True,True,True,True,True,True,True,True,True,1.0,False,False,True,True,10,0.9920847726090847,1.025764190136193,0,0,14,1.028095255651222,0,12,1.1289941077502577,0,10,14,12,0,0,,0,0,,0,0,,33.03685322384794,40.64079960902732,1.2301655770196176,0.23016557701961765,0.9318903971705242,True,True,True
True,True,False,True,True,True,False,True,True,True,,False,False,True,True,9,0.9443854255014471,1.1029331536433358,0,0,9,1.1507976504871444,0,27,0.6366538084926088,1,9,9,26,0,0,,0,0,,0,0,,,,,,,,,
True,True,True,True,True,True,True,True,True,True,1.0,False,False,True,True,9,0.9953755677989605,1.0215464937417982,0,0,9,1.0170690567056386,0,18,1.0182026496847376,0,9,9,18,0,0,,0,0,,0,0,,282.08996639202917,289.04782209593293,1.0246653781873056,0.02466537818730572,0.8695147568686357,True,True,True
True,True,True,True,True,True,True,True,True,True,1.0,False,False,True,True,9,0.9777443058446224,1.0262771502545802,0,0,12,1.0417688784150754,0,15,0.976052839126384,0,9,12,15,0,0,,0,0,,1,1,0.04976093653355067,24.260688782779333,43.68752771041834,1.8007538080051757,0.8007538080051758,54.12653650490294,True,True,True
True,True,True,True,True,True,True,True,True,True,1.0,False,False,True,True,10,1.017589941577859,1.0341401220753543,0,0,13,1.0457931000546241,0,13,1.0813759930869797,0,10,13,13,0,0,,0,0,,0,0,,155.48660270097184,167.9024685976915,1.0798516764855783,0.07985167648557832,6.205193457834807,True,True,True
True,True,True,True,True,True,True,True,True,True,,False,False,True,True,13,1.005976094999614,1.0407273359979752,0,0,18,1.12390987540822,0,5,1.222532007740439,0,13,18,5,0,0,,0,0,,0,0,,,823.5949134462167,,,,,,True
True,True,True,True,True,True,True,True,True,True,1.0,False,False,True,True,9,0.9812133308922306,1.0272276703741299,0,0,11,1.0467115362430464,0,16,0.9664713859832226,0,9,11,16,0,0,,0,0,,0,0,,22.83530883204419,31.81647873957478,1.3933018805914965,0.39330188059149646,25.90585339072422,True,True,True
True,True,True,True,True,True,True,True,True,True,1.0,False,False,True,True,7,0.9558008298419147,1.0341317529817067,0,0,8,1.0100919548010545,0,6,0.9921479489696621,0,7,8,6,1,1,0.008842036362978128,0,0,,0,0,,34.019860113186226,48.16926201067568,1.4159159341165277,0.4159159341165278,671.90982776354,True,False,True
True,True,True,True,True,True,True,True,True,True,1.0,False,False,True,True,11,1.0083500722099235,1.0530276327498203,0,0,13,1.0316062249590554,0,4,1.2216676106847582,0,11,13,4,0,0,,0,0,,0,0,,451.11036320383397,484.3417267434899,1.0736657063332424,0.07366570633324239,332313635396.55945,True,False,True
True,True,True,True,True,True,True,True,True,True,1.0,False,False,True,True,9,0.992710349522483,1.020819055034159,0,0,12,1.0359688824722737,0,15,1.191159438900239,0,9,12,15,0,0,,0,0,,0,0,,16.718205183810873,29.852316211318083,1.7856172886444572,0.7856172886444573,6.203662552400321,True,True,True
True,True,True,True,True,True,True,True,True,True,1.0,False,False,True,True,9,1.003091961695701,1.0087439594891245,0,0,10,1.0322374935989542,0,9,1.099951395982903,0,9,10,9,0,0,,0,0,,1,1,0.012043802028422193,289.0388413087541,300.69127792997125,1.040314431681415,0.040314431681415054,4409.228355514222,True,False,True
True,True,True,True,True,True,True,True,True,True,1.0,False,False,True,True,9,0.9702481105456603,1.080327055717798,0,0,11,1.0411579037270282,0,16,1.0177907462023774,0,9,11,16,1,1,0.006736711970339673,0,0,,0,0,,42.032024673141095,68.21282574599431,1.6228774672751614,0.6228774672751612,70.2064365871272,True,True,True
True,True,True,True,True,True,True,True,True,True,1.0,False,False,True,True,10,0.9846971488828933,1.0082688203967483,0,0,11,1.0271267918092064,0,24,0.82141786840605,0,10,11,24,0,0,,0,0,,0,0,,343.75047184226884,374.9794461124535,1.0908478004490252,0.09084780044902512,129.46075380324925,True,False,True
True,True,True,True,True,True,True,True,True,True,0.0,False,False,True,True,4,0.9302845900116988,1.0378408928575056,0,0,3,1.0354700233060252,0,3,1.011477961938453,0,4,3,3,0,0,,0,0,,0,0,,0.11509352203983239,16.166730926269427,140.46603700835854,139.46603700835854,491.1617385796926,False,False,True
True,True,True,True,True,True,True,True,True,True,1.0,False,False,True,True,10,0.9566991402078335,1.0269784338222852,0,0,11,1.0451117019654035,0,15,1.1162959034477413,0,10,11,15,0,0,,0,0,,0,0,,133.40956749375843,154.76832039586284,1.1600991091070263,0.16009910910702624,11.310327383368604,True,True,True
True,True,True,True,True,True,True,True,True,True,1.0,False,False,True,True,6,1.0035114184803113,1.0185828838705753,0,0,6,1.025741884161911,0,9,1.0944389493373041,0,6,6,9,0,0,,0,0,,1,1,0.15123814828577542,6.228719577553773,20.056715871497058,3.220038343638839,2.220038343638839,8.391113202228459,True,True,True
True,True,True,True,True,True,True,True,True,True,1.0,False,False,True,True,10,0.998067873002388,1.0290961436341444,0,0,11,1.0577306659181225,0,15,1.0431851443357216,0,10,11,15,0,0,,0,0,,1,1,0.015511591555258997,357.38268665586156,376.96465271148537,1.0547927104103958,0.0547927104103957,1.2161248626793915,True,True,True
True,True,True,True,True,True,True,True,True,True,1.0,False,False,True,True,9,0.9609321751145565,1.0200425905811774,0,0,11,1.0253009706899485,0,8,1.0132602661227124,0,9,11,8,0,0,,0,0,,0,0,,292.4854187249217,310.48475283082354,1.0615392527407663,0.06153925274076632,179993341059.01822,True,False,True
True,True,True,True,True,True,True,True,True,True,1.0,False,False,True,True,8,0.9669822168883764,1.0238034289235967,0,0,8,1.0346621980664805,0,12,1.0465647731362295,0,8,8,12,0,0,,0,0,,0,0,,280.1682468803315,306.00205461015264,1.0922081928179947,0.09220819281799475,11.670426683421502,True,True,True
True,True,True,True,True,True,True,True,True,True,1.0,False,False,True,True,9,0.9593548669647061,1.0182515154049594,0,0,12,1.02890795871195,0,15,0.9993279087607353,0,9,12,15,0,0,,0,0,,0,0,,30.597464079667212,48.67316570106449,1.5907581613408621,0.5907581613408622,41.0132891068619,True,True,True
True,True,True,True,True,True,True,True,True,True,1.0,False,False,True,True,8,0.9627628908015314,1.0221247526152453,0,0,9,1.0686731351611565,0,19,0.9427967016561329,0,8,9,19,0,0,,0,0,,0,0,,11.483709106039946,47.09858923782627,4.101339454258241,3.101339454258241,72.68526194862092,True,True,True
True,True,True,True,True,True,True,True,True,True,1.0,False,False,True,True,7,1.0106296061006421,1.0300075907679418,0,0,8,1.0442900439227711,0,6,1.2903921887918575,0,7,8,6,0,0,,0,0,,0,0,,10.82692687208879,17.839878509067216,1.647732428585753,0.6477324285857532,51.88157014512467,True,True,True
True,True,True,True,True,True,True,True,True,True,1.0,False,False,True,True,9,0.9959506384968958,1.0380953377509499,0,0,12,1.029032909534705,0,15,1.1444694215776197,0,9,12,15,0,0,,0,0,,0,0,,75.56395991350026,84.93328660726388,1.1239920023313879,0.1239920023313879,19.509952723741204,True,True,True
True,True,True,True,True,True,True,True,True,True,1.0,False,False,True,True,8,0.9740992181156631,1.0409830485967069,0,0,8,1.0337805615863935,0,12,0.968245609801563,0,8,8,12,0,0,,0,0,,0,0,,46.141836047420185,66.65888027714416,1.4446516651101295,0.44465166511012943,24.8753385570783,True,True,True
True,True,True,True,True,True,True,True,True,True,1.0,False,False,True,True,7,1.0114288410215584,1.017461039814737,0,0,8,1.0134484706123974,0,6,1.111216349252157,0,7,8,6,0,0,,4,4,0.3076061957470664,1,1,0.03429226686794962,13.81734178579393,17.61286237078582,1.2746925308668409,0.27469253086684087,2539.918354345801,True,False,True
True,True,True,True,True,True,True,True,True,True,1.0,False,False,True,True,9,0.997087891375767,1.026796953550298,0,0,12,1.0358131158845902,0,15,1.1747258024588434,0,9,12,15,0,0,,0,0,,1,1,0.01448487810786512,20.20084823616823,26.806877456657816,1.3270174174499239,0.3270174174499239,17.78309371423038,True,True,True
True,True,True,True,True,True,True,True,True,True,1.0,False,False,True,True,8,0.9620420747449571,1.0187824661978924,0,0,8,1.0193866855816192,0,20,1.026603399396613,0,8,8,20,0,0,,0,0,,0,0,,7.4068025824094175,23.631759473637096,3.1905480415747403,2.1905480415747403,2.9511854586097503,True,True,True
True,True,True,True,True,True,True,True,True,True,1.0,False,False,True,True,10,0.9700989320054164,1.025425611703144,0,0,12,1.0385497708802018,0,14,1.0035299475585673,0,10,12,14,0,0,,0,0,,0,0,,347.37118367227487,364.51655682090757,1.049357499857583,0.04935749985758287,32.617199803868345,True,True,True
True,True,True,True,True,True,True,True,True,True,1.0,False,False,True,True,10,0.995868826951704,1.0108288673958765,0,0,11,1.0639486969283363,0,15,1.2022851479079915,0,10,11,15,0,0,,0,0,,0,0,,378.713953104147,400.0264526281403,1.0562759817780791,0.05627598177807922,0.8693600029322178,True,True,True
True,True,True,True,True,True,True,True,True,True,1.0,False,False,True,True,6,1.0144511157812894,1.137558082431595,0,0,7,1.0625401951942688,0,2,1.4450948054729154,0,6,7,2,0,0,,0,0,,0,0,,4.554707624460648,36.355060833172125,7.98186488149767,6.98186488149767,97656.04716016781,True,False,True
True,True,True,True,True,True,True,True,True,True,1.0,False,False,True,True,10,0.9843310782229355,1.007852164061116,0,0,11,1.0300800078724046,0,15,0.9800600818722269,0,10,11,15,0,0,,0,0,,0,0,,283.87806791311664,305.58807071534113,1.07647650613456,0.07647650613455996,1862.7892219709042,True,False,True
True,True,True,True,True,True,True,True,True,True,1.0,False,False,True,True,7,0.9292052881692342,0.9974487106986076,0,0,7,1.0483383924405305,0,7,1.0779921271297026,0,7,7,7,0,0,,0,0,,0,0,,336.4382912062024,352.990666770838,1.049198845664362,0.04919884566436194,81.95476945500462,True,True,True
True,True,True,True,True,True,True,True,True,True,,False,False,True,True,10,1.0141290084333925,1.0598139410036302,0,0,12,1.208413979475593,0,14,1.077628635332043,0,10,12,14,0,0,,0,0,,0,0,,,332.3787345022265,,,,,,True
True,True,True,True,True,True,True,True,True,False,,False,False,True,True,12,1.015715510731694,1.0369504407142078,0,0,17,1.0890324876835584,0,7,1.0468148879104493,0,12,17,7,0,0,,0,0,,1,0,0.9222578660921813,,318.3976035601989,,,,,,
True,True,True,True,True,True,True,True,True,True,1.0,False,False,True,True,5,1.0095103340672869,1.08699103728771,0,0,5,1.0482900730416473,0,0,,0,5,5,0,0,0,,0,0,,0,0,,274.86721228423994,290.1422850135397,1.055572553024272,0.0555725530242721,12.515000209309369,True,True,True
True,True,True,True,True,True,True,True,True,True,1.0,False,False,True,True,5,0.9510963744453237,1.0237610520493052,0,0,5,1.06538601152181,0,5,1.0110915681005896,0,5,5,5,0,0,,0,0,,0,0,,2.026348805703564,20.674689064977958,10.202927061118457,9.202927061118457,97.34287161320076,True,True,True
True,True,True,True,True,True,True,True,True,True,1.0,False,False,True,True,11,1.0031681160958443,1.035544879512314,0,0,13,1.0895178458504897,0,12,1.0923172052559025,0,11,13,12,0,0,,0,0,,0,0,,450.81544885884284,480.6169576524897,1.0661057842385038,0.06610578423850369,981.6432542082069,True,False,True
True,True,True,True,True,True,True,True,True,True,1.0,False,False,True,True,11,1.011881378739956,1.02457974482675,0,0,14,1.043706070921739,0,11,1.0820283202314187,0,11,14,11,0,0,,0,0,,0,0,,359.1040165319027,369.77140505491116,1.0297055672783342,0.02970556727833419,4.264969978772459,True,True,True
